sentence	count
Ontario.	21
sound.	21
signal	21
snowboarder	21
distribution	21
cards	21
measure	21
Mountain	21
resting	21
symbol	21
retail	21
society.	21
wine	21
residence	21
Consequently,	21
Mrs.	21
regarding	21
actions	21
direction	21
exist.	21
black.	21
1	21
practices	21
bus.	21
contact	21
fountain	21
studying	21
E.	21
officially	21
winning	21
play.	21
mining	21
power.	21
solid	21
position.	21
Large	21
creating	21
shoulder.	21
woman,	21
Davis	21
balance	21
criminal	21
honor.	21
federal	21
watched	21
offices	21
Good	21
question	21
members.	21
month	21
stayed	21
fear	21
prepared	21
Orthodox	21
warm	21
Prime	21
thousand	21
controversial	21
C.	21
forget	21
material.	21
Philip	21
send	21
prepare	21
developing	21
rated	21
improved	21
once.	21
depends	21
replied	21
presence	21
losing	21
increasingly	21
body.	21
typical	21
nice	21
claim	21
Kids	21
begin	21
throw	21
Library	21
path.	21
note	21
meets	21
musician	21
starting	21
nicknamed	21
round.	21
treatment	21
interested	21
dinner	21
importance	21
Why,	21
cases,	21
fair	21
declared	21
idea.	21
Home	21
me?	21
screen	21
facilities	21
engines	21
May	21
hall	20
sell	20
Parliament	20
chase	20
stops	20
catching	20
action.	20
Louis	20
flowers.	20
soft	20
spot	20
King.	20
Let's	20
drawing	20
Regional	20
questions	20
attending	20
style.	20
Asia	20
Americans	20
Lower	20
rugby	20
housed	20
accused	20
fifty	20
chairman	20
core	20
Avenue	20
card	20
scene.	20
4	20
tends	20
giant	20
landing	20
boxing	20
missed	20
Company	20
faced	20
desk	20
shared	20
English,	20
father's	20
escape	20
element	20
falls	20
predominantly	20
music,	20
slowly	20
W.	20
economy.	20
experienced	20
ski	20
Though	20
Miller	20
prepares	20
heat	20
troops	20
honor	20
March	20
narrow	20
films.	20
declined	20
falling	20
Sunday	20
so.	20
leather	20
illustrated	20
notably	20
leaping	20
washing	20
wounded	20
longest	20
injured	20
Church.	20
grocery	20
dock	20
phone.	20
viewed	20
groups.	20
answered	20
Microsoft	20
Oxford.	20
plants.	20
units	20
gear	20
visitors	20
qualified	20
occurred	20
father,	20
over.	20
sweatshirt	20
Republic	20
names.	20
focuses	20
rules	20
regions	20
planning	20
extra	20
installed	20
municipal	20
reputation	20
friend.	20
plant.	20
shape	20
eye	20
sons.	20
reviews.	20
Ohio.	20
land.	20
Neither	20
quiet	20
settlements	20
crossed	20
umbrella	20
existence	20
Executive	20
program.	20
neighborhood.	20
Swedish	20
Society.	20
Hollywood	20
war,	20
clown	20
kicking	20
thousands	20
excellent	20
rolling	20
tax	20
consider	20
according	20
thing.	20
surfing	20
transport	20
containing	20
unknown.	20
wouldn't	20
candidate	20
signs	20
date.	20
church.	20
abandoned	20
internal	20
Golden	20
term.	20
lasted	20
basketball.	20
coats	20
thin	20
wings	20
step	20
apparently	20
eldest	20
murder	19
festival.	19
hired	19
judge	19
wonder	19
twenty	19
attacks	19
mother,	19
routes	19
acts	19
airport.	19
medal	19
common.	19
cellphone.	19
reference	19
seeing	19
bucket	19
faces	19
length	19
motto	19
Nevertheless,	19
traditionally	19
designs	19
partially	19
Adele	19
Tell	19
ruled	19
ways.	19
structures	19
ideas	19
bed.	19
negative	19
Company.	19
Area	19
hunting	19
cattle	19
politics	19
communities.	19
cousin	19
television.	19
Taylor	19
walls	19
hiking	19
research.	19
senior	19
businesses	19
print	19
trip	19
row	19
case,	19
articles	19
Tim	19
songs.	19
is.	19
Mexico	19
characters.	19
grave	19
check	19
steam	19
problems.	19
bill	19
Liberal	19
creative	19
filmed	19
file	19
Ontario	19
R.	19
sea.	19
Elizabeth	19
cells	19
Brian	19
way,	19
Democratic	19
development.	19
moment.	19
purchased	19
demand	19
me!	19
Bank	19
seasons	19
holiday	19
participated	19
boat.	19
beer	19
B	19
professor	19
Research	19
tail	19
issue.	19
seek	19
matches	19
City,	19
Metropolitan	19
link	19
sales	19
De	19
displays	19
returns	19
Lake.	19
friends.	19
describes	19
Workers	19
views	19
wheel	19
shirt,	19
serious	19
committed	19
doctor	19
Polish	19
transferred	19
board.	19
repeated	19
content	19
popularity	19
Ford	19
arrival	19
tables	19
carry	19
bowling	19
hotel	19
buying	19
hole	19
sites	19
distinguished	19
D.	19
all,	19
visit	19
Earth	19
setting.	19
drug	19
theory.	19
talking.	19
considerable	19
roles	19
singles	19
Dave	19
be.	19
stairs	19
Upper	19
headquartered	19
translation	19
brightly	19
clothes.	19
address	19
sister,	19
releases	19
Line.	19
effect.	19
age.	19
weight	19
Mississippi	19
Which	19
nephew	19
One.	19
generated	19
Currently,	19
communication	19
constant	19
things.	19
so,	19
version.	19
rooms	18
honour	18
bands	18
Johnson	18
Arthur	18
prefer	18
Open	18
website.	18
income	18
border.	18
fixing	18
distinctive	18
lifted	18
teeth	18
Group.	18
Oxford	18
environmental	18
Mexico.	18
possibly	18
staff.	18
mobile	18
Elementary	18
volume	18
engineering	18
Radio	18
pine	18
overalls	18
feeding	18
Walter	18
briefly	18
attributed	18
continuous	18
affected	18
wore	18
son.	18
acoustic	18
stars.	18
Science	18
Port	18
change.	18
acted	18
production.	18
attack.	18
red,	18
educational	18
Sam	18
varies	18
University,	18
forest.	18
hat.	18
blow	18
moves	18
machines	18
electoral	18
chef	18
cup	18
rapidly	18
agree	18
Child	18
spoken	18
discovery	18
churches	18
rocks.	18
originated	18
stock	18
two.	18
are,	18
anyone	18
Division	18
horse.	18
sells	18
well,	18
pull	18
properties	18
killed.	18
well-known	18
spinning	18
Mexican	18
But,	18
ship.	18
say.	18
distributed	18
Supreme	18
notice	18
competed	18
favorite	18
Coast	18
exposed	18
length.	18
artists.	18
Gary	18
drove	18
St	18
crime	18
picked	18
depending	18
women.	18
poet	18
isn't	18
slow	18
accompanied	18
union	18
publicly	18
Around	18
He's	18
Finally,	18
phrase	18
trail.	18
mark	18
saved	18
Albert	18
substantial	18
tradition	18
possible.	18
rice	18
"""It"	18
royal	18
poems	18
extend	18
bull	18
S.	18
artificial	18
before.	18
Aunt	18
positions	18
tricks	18
movements	18
guard	18
down,	18
temple	18
India	18
descent	18
concert.	18
Carolina.	18
area,	18
aircraft.	18
cool	18
flags	18
Girls	18
institutions	18
blondhair	18
process.	18
manufactured	18
whose	18
manage	18
lawn	18
specialized	18
Life	18
skier	18
waving	18
Go	18
boy.	18
tea	18
rating	18
enemy	18
assigned	18
telescope	18
household	18
settlers	18
You're	18
ending	18
lights	18
run.	18
architecture.	18
perfect	18
catches	18
minister	18
Arts	18
writers	18
maintain	18
foundation	18
sliding	18
beneath	18
dam	18
granted	18
elder	18
doubt	18
scale	18
Bay.	18
occupied	18
risk	18
baby.	18
ago.	18
metropolitan	18
hardly	18
question.	18
mix	18
bear	18
thirty	18
breeding	18
suspended	18
entitled	18
suggests	18
I,	18
cars.	18
teenage	18
disc	18
began.	17
here,	17
wooded	17
fight.	17
Hamilton	17
horses.	17
parties	17
kicks	17
artwork	17
Statistical	17
connection	17
stream	17
star	17
tube	17
resumed	17
challenge	17
nuclear	17
incident	17
suits	17
universities	17
remove	17
authority	17
art.	17
strength	17
nature.	17
Howard	17
light.	17
much.	17
midair	17
products.	17
reside	17
Originally	17
Zealand	17
rejected	17
fled	17
then.	17
components	17
popular.	17
thinking	17
forming	17
printed	17
survive	17
Japan	17
end,	17
changes.	17
Samuel	17
week.	17
immediate	17
present-day	17
title.	17
trunks	17
Scotland.	17
bride	17
prison	17
birthplace	17
athlete	17
Britain.	17
mask	17
insurance	17
waves	17
tongue	17
temperature	17
tunnel	17
Ken	17
difference	17
you!	17
Kong	17
clubs	17
shaving	17
Kennedy	17
motor	17
environment.	17
accessible	17
purpose	17
Pennsylvania.	17
Death	17
shoulder	17
daughters	17
toured	17
shows.	17
Head	17
point,	17
dates	17
director.	17
vote	17
cycle	17
streets.	17
actors	17
extension	17
parade	17
Sea	17
opposing	17
data.	17
pattern	17
camp	17
arrives	17
administration	17
scenes	17
company,	17
loss	17
lifting	17
wing	17
Director	17
transfer	17
Prior	17
Small	17
leaves.	17
he's	17
dangerous	17
touch	17
Sydney	17
interests	17
puts	17
activities.	17
combination	17
city's	17
medieval	17
ethnic	17
Film	17
hair.	17
Star	17
passengers	17
lays	17
bikes	17
desert	17
involves	17
sequence	17
Cape	17
role.	17
acid	17
after,	17
Corporation.	17
logo	17
quarter	17
describe	17
lined	17
fun	17
newspaper.	17
Tennessee.	17
politics.	17
surviving	17
turning	17
"""a"	17
sight	17
handle	17
southwest	17
feeling	17
spring	17
happen	17
sole	17
Together	17
defined	17
aid	17
programs.	17
headphones	17
municipalities	17
Allen	17
history,	17
doors	17
recognised	17
spend	17
formation	17
Jim	17
returning	17
draws	17
bicycles	17
choose	17
global	17
impact	17
filming	17
Lawrence	17
learn	17
poetry	17
fifteen	17
smallest	17
criticized	17
Ireland	17
supporter	17
animals.	16
Members	16
marry	16
factory	16
Australia,	16
corner.	16
responded	16
officials	16
shaking	16
night,	16
stations.	16
medium	16
suppose	16
Arabic	16
Borough	16
earth	16
Crown	16
habitat	16
shares	16
organisation	16
fly	16
essay	16
Still	16
tests	16
controls	16
traveling	16
population.	16
bag.	16
interesting	16
compete	16
effort	16
channel	16
dance.	16
organizations.	16
thick	16
territory	16
relations	16
smile.	16
peak	16
favourite	16
joint	16
commercially	16
filter	16
pouring	16
followed.	16
Steve	16
hours.	16
eliminated	16
south.	16
van	16
dances	16
memory.	16
accomplished	16
Parish	16
parallel	16
sets	16
massive	16
identical	16
choice	16
rear	16
applications.	16
certainly	16
indicates	16
everyone	16
proper	16
vice	16
Water	16
content.	16
average	16
sharp	16
goal.	16
faster	16
Similar	16
French.	16
F.	16
classified	16
Jersey	16
description	16
roots	16
season,	16
provincial	16
replace	16
compact	16
match.	16
playground	16
Kentucky	16
lift	16
kick	16
clay	16
grounds	16
guitarist	16
master	16
practice.	16
Station.	16
involve	16
instrumental	16
die	16
neither	16
expression	16
task	16
Maryland.	16
resigned	16
consist	16
item	16
marks	16
pole.	16
terminal	16
control.	16
sources.	16
Paris,	16
closed.	16
water,	16
single,	16
Knight	16
publication	16
cited	16
classroom	16
pure	16
ideal	16
toy.	16
Professor	16
museum.	16
hamlet	16
definition	16
trust	16
suitable	16
Welsh	16
cafe	16
industries	16
ticket	16
grandfather	16
programming	16
schools,	16
singing.	16
Airport.	16
females	16
Government	16
user	16
reasons.	16
Andrew	16
reduce	16
picnic	16
childhood	16
blue.	16
ahead	16
fiction	16
drum	16
Dog	16
collected	16
threatened	16
pitch	16
occasional	16
men,	16
present.	16
colonial	16
calling	16
None	16
document	16
winter.	16
child,	16
presentation	16
Any	16
Military	16
past.	16
prize	16
Records	16
audio	16
Throughout	16
dancing.	16
organization.	16
agriculture	16
Atlantic	16
children's	16
Korean	16
seats	16
Was	16
pushed	16
arrived	16
explains	16
anything.	16
tune	16
delivered	16
minority	16
sections	16
umbrella.	16
firm	16
complex.	16
stream.	16
surgery	16
roof.	16
Dakota	16
network.	16
Imperial	16
port	15
argued	15
edited	15
patient	15
better.	15
evening	15
indicated	15
principle	15
surprised	15
support.	15
themes	15
love.	15
shoes.	15
unless	15
tournament.	15
extends	15
remainder	15
constituency	15
teams.	15
Railway	15
Castle	15
Highway	15
Justice	15
gymnast	15
participate	15
know,	15
lunch	15
launched	15
Often	15
Committee.	15
writings	15
basket	15
guitars	15
Show	15
Dan	15
valuable	15
Theatre	15
matching	15
brief	15
soldiers	15
added.	15
Britain	15
visits	15
checks	15
toys	15
Numerous	15
Italy.	15
rivers	15
Pennsylvania	15
off,	15
Age	15
distance.	15
organizations	15
outfits	15
album's	15
clock	15
pack	15
alternative	15
Boys	15
depicted	15
sons,	15
Ten	15
Province.	15
mall	15
folk	15
column	15
gone.	15
milk	15
permanent	15
protest	15
efforts	15
vendor	15
Conference	15
identity	15
plain	15
liquid	15
rodeo	15
biker	15
satellite	15
Wales.	15
infant	15
pond.	15
advertising	15
residents.	15
gradually	15
comprises	15
overlooking	15
broadcast	15
difficulty	15
page	15
races	15
go.	15
contributions	15
Then,	15
costs	15
philosophy	15
subsidiary	15
Emperor	15
what's	15
information.	15
painting.	15
electricity	15
Similarly,	15
expressed	15
virtual	15
Trail	15
solution	15
poem	15
Wales	15
roughly	15
eleven	15
‘What	15
newly	15
upside	15
Rome.	15
training.	15
humans	15
outer	15
fired	15
Examples	15
room,	15
amounts	15
Office	15
forward.	15
genre	15
Alan	15
morning.	15
championship	15
"""We"	15
farming.	15
lot.	15
practiced	15
series,	15
saxophone	15
spaces	15
technique	15
follows.	15
Trinity	15
automatic	15
technology.	15
Way	15
indicate	15
birthday	15
afternoon.	15
slide.	15
varied	15
links	15
degrees	15
grill.	15
officer.	15
Toronto	15
teenagers	15
Kansas	15
rough	15
depicts	15
platforms	15
agreement	15
log	15
stores	15
tire	15
architect	15
featuring	15
turn.	15
challenged	15
proceeded	15
Get	15
scarf	15
identify	15
dominated	15
feed	15
arena	15
wire	15
Centre.	15
destroy	15
Maria	15
photographer	15
Labour	15
Foreign	15
rise	15
architecture	15
assumed	15
egg	15
cyclist	15
successfully	15
hotel.	15
express	15
knee	15
respectively.	15
assist	15
rail.	15
Hockey	15
circle	15
accident.	15
Angeles	15
for.	15
governor	15
vegetables	15
fitted	15
married.	15
damaged	15
Services	15
themselves.	15
mean,	15
apply	15
Victoria	15
architectural	15
Scott	15
alternate	15
Massachusetts.	15
yet.	15
Ohio	15
soundtrack	15
leaders	15
bald	15
external	15
Archbishop	15
intelligence	15
skate	15
rapid	15
cigarette.	15
rates	15
pipe	15
mind.	15
teach	15
fit	15
cement	15
Theatres	15
product.	15
shooting	15
disease	15
joy	15
published.	15
poles	15
expensive	15
increasing	15
fixed	15
display.	15
behalf	15
teenager	15
raise	15
produces	15
Johnny	15
tent	15
since.	15
Africa	15
funding	15
them,	15
farming	15
climber	15
neck	15
text	15
boy,	15
sexual	15
painter	15
Time	15
paved	15
riders	15
sheet	15
mild	15
licensed	15
bubbles	15
entering	15
choir	15
edition	15
needs.	15
component	15
influential	15
writing.	15
feet.	15
job.	15
Berlin.	15
Mill	15
school's	15
fictional	15
photograph	15
weekend	15
converted	15
terms.	15
counter	15
Scotland	15
tools	15
map	15
limits	15
enjoyed	15
yourself	15
violin	15
trading	14
Turkish	14
designer	14
facilities.	14
Thompson	14
Be	14
ceremony	14
Jeeves.	14
operators	14
dishes	14
Puerto	14
shorter	14
accounts	14
true.	14
dead.	14
customer	14
issues.	14
opinion	14
Perhaps	14
introduction	14
concerned	14
condition.	14
committee	14
language,	14
dominant	14
thought.	14
materials	14
burned	14
fill	14
Anna	14
solar	14
asked.	14
lighted	14
actively	14
born.	14
waters	14
forests	14
marketing	14
interest.	14
snowboarding	14
Law	14
H.	14
net	14
Colonel	14
exclusively	14
variations	14
message	14
bent	14
photographs	14
Bobby	14
storage	14
Come	14
preserved	14
creation	14
Adam	14
output	14
War,	14
charity	14
journey	14
crops	14
soldier	14
details.	14
thank	14
centre.	14
iron	14
release,	14
culture.	14
ought	14
interview	14
searching	14
Manchester	14
was.	14
Guy	14
Mayor	14
class.	14
numbers.	14
maximum	14
aspects	14
Franklin	14
band,	14
approaches	14
tend	14
Does	14
full-time	14
Duke	14
usual	14
ways	14
I’ll	14
manufacturing	14
tours	14
jackets	14
Education	14
diverse	14
supply	14
detail	14
youngest	14
location.	14
era.	14
him?	14
attractions	14
running.	14
parliamentary	14
home,	14
Players	14
can.	14
secure	14
section.	14
jurisdiction	14
do?	14
Jason	14
tiny	14
cells.	14
playground.	14
exchange	14
ate	14
Schools.	14
institution.	14
option	14
dirty	14
specifically	14
partial	14
influence.	14
manager.	14
eats	14
boundary	14
credits	14
commanded	14
speech.	14
laptop	14
Centre	14
leaf	14
characteristics	14
skills	14
exists	14
lose	14
Ancient	14
centers	14
east.	14
canal	14
fourteen	14
Zealand.	14
results.	14
Georgia	14
movie.	14
Georgia.	14
asleep	14
escaped	14
noise	14
moderate	14
Chicago,	14
seasons.	14
Yet	14
Francis	14
else.	14
Line	14
draw	14
creates	14
county.	14
myself.	14
cart.	14
pictures.	14
wrong	14
Florida	14
Iron	14
devices	14
copies	14
hour.	14
cyclists	14
cane	14
couch	14
bags.	14
relationships	14
Don	14
attitude	14
constantly	14
arts.	14
captain	14
municipality.	14
barefoot	14
film,	14
Older	14
fake	14
Technology	14
sunset.	14
spray	14
saying	14
lone	14
hide	14
Senator	14
Take	14
essentially	14
coastal	14
Force	14
rule.	14
Roger	14
daughters,	14
shore.	14
mechanical	14
windows.	14
Municipal	14
good.	14
neighboring	14
Edinburgh	14
reflective	14
boarding	14
exact	14
operations.	14
pursued	14
month.	14
approach.	14
subjects	14
three.	14
fuel	14
liberal	14
Ben	14
minute	14
biggest	14
cheese	14
novels	14
scheduled	14
Fred	14
develop	14
record.	14
clear.	14
outstanding	14
Ann	14
format	14
eggs	14
fish.	14
sweeping	14
Never	14
Family	14
Islands	14
carved	14
burning	14
Band	14
plot	14
yard.	14
Nazi	14
jogging	14
white,	14
Lieutenant	14
station's	14
Chairman	14
patron	14
privately	14
bathing	14
words.	14
donated	14
Simon	14
smooth	14
sex	14
proposal	14
bottles	14
temperate	14
flag.	14
suddenly	14
0	14
fed	14
Terry	14
processes	14
not,	14
recommended	14
stored	14
presents	14
explain	14
magazine.	14
own.	14
covering	14
storm	14
contribute	14
pub	14
statement	14
operation.	14
Iowa	14
quietly	14
sorry	14
coins	14
technical	14
found.	13
conversion	13
bridges	13
combat	13
finding	13
dozen	13
trial	13
laws	13
replied.	13
TV	13
promotion	13
Music.	13
however	13
Jersey.	13
color.	13
Medical	13
status.	13
studies.	13
Empire.	13
T.	13
two,	13
sessions	13
tie	13
